Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2725 - Malmstrom AF Missile Site R30 Site 1,2725,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2726 - Malmstrom AF Missile Site S0 Site 1,2726,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2727 - Malmstrom AF Missile Site S31 Site 1,2727,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2728 - Malmstrom AF Missile Site S32 Site 1,2728,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2729 - Malmstrom AF Missile Site S33 Site 1,2729,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2730 - Malmstrom AF Missile Site S34 Site 1,2730,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2731 - Malmstrom AF Missile Site S35 Site 1,2731,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2732 - Malmstrom AF Missile Site S36 Site 1,2732,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2733 - Malmstrom AF Missile Site S37 Site 1,2733,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2734 - Malmstrom AF Missile Site S38 Site 1,2734,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2735 - Malmstrom AF Missile Site S39 Site 1,2735,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2736 - Malmstrom AF Missile Site S40 Site 1,2736,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2737 - Malmstrom AF Missile Site T0 Site 1,2737,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2738 - Malmstrom AF Missile Site T41 Site 1,2738,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2739 - Malmstrom AF Missile Site T42 Site 1,2739,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2740 - Malmstrom AF Missile Site T43 Site 1,2740,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2741 - Malmstrom AF Missile Site T44 Site 1,2741,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2742 - Malmstrom AF Missile Site T45 Site 1,2742,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2743 - Malmstrom AF Missile Site T46 Site 1,2743,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2744 - Malmstrom AF Missile Site T47 Site 1,2744,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2745 - Malmstrom AF Missile Site T48 Site 1,2745,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2746 - Malmstrom AF Missile Site T49 Site 1,2746,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2747 - Malmstrom AF Missile Site T50 Site 1,2747,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2748 - Malmstrom Radio Relay Annex No 1 Site 1,2748,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2749 - Malmstrom Radio Relay Annex #2,  Site #1 ",2749,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2750 - Malmstrom Radio Relay Annex #3,  Site #1 ",2750,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2751 - Malmstrom Radio Relay Annex #6,  Site #1 ",2751,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2752 - Malmstrom Radio Relay Annex #7,  Site #1 ",2752,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2753 - Malmstrom Radio Relay Annex #8,  Site #1 ",2753,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2754 - Manning Mini Mute Sha2 Site 1,2754,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2755 - Site #1 Cantonement Area ,2755,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2758 - March Air Force Base Site #1 ,2758,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2759 - March Lit Site #1 ,2759,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2760 - March Wss Site #1 ,2760,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2761 - March Ws Site #1 ,2761,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2762 - March Air Reserve Base Site #1 ,2762,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2763 - Marfa Radar Site,2763,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2765 - Rattlesnake Electronic Scoring Site, Site #1 ",2765,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2767 - Little Mountain Test Annex Site 1,2767,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2769 - Martin State Apt Site #1 ,2769,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2770 - Ewvra-Shepherdfld Site #1 ,2770,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2772 - Masirah Island Mpt Site  1,2772,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2774 - Mather Air Force Base Site 1,2774,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2775 - Maui Space Surveillance Site,2775,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2776 - Remote Maui Experimental Site, Site #1 ",2776,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2777 - Maxwell Air Force Base Site #1 ,2777,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2779 - Pordenone Family Housing Site, Site #1 ",2779,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2780 - Post Emitter Site 1,2780,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2781 - Mcallister Mini Mute Rbs Site 5 Site 1,2781,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2783 - Oroville Nexrad Site 1,2783,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2784 - Mcclellan Air Force Base Site 1,2784,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2785 - Mcclellan Family Housing Annex Site 1,2785,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2786 - Mcconnell Site 1,2786,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2787 - Mcconnell AF Missile Site No2 Site 533 2,2787,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2788 - Mcconnell AF Missile Site No8 Site 533 8,2788,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2789 - Mcconnell AF Missile Site No12 Site 532 3,2789,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2790 - Mcconnell AF Missile Site No15 Site 532 6,2790,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2791 - Mcconnell AF Missile Site No17 Site 532 8,2791,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2792 - Mcconnell AF Missile Site No18 Site 532 9,2792,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2793 - Mcentire Joint National Guard Base Site #1 ,2793,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2794 - Mcghee Tyson Airport Site #1 ,2794,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2795 - Mcguire,2795,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2796 - Usaf Expeditionary Center,2796,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2798 - Mcguire Air Defense Missile Site,2798,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2799 - Mcpherson Peak Microwave Relay Annex Site 1,2799,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2800 - Melbourne Beach Optical Tracking Annex Site #1 ,2800,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2801 - Melrose Air Force Range Site 1,2801,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2803 - Memphis International Airport Site #1 ,2803,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2805 - Mesonet #0819 Weather Annex Site #1 ,2805,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2806 - Mesonet #1000 Weather Annex Site #1 ,2806,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2807 - Mesonet #1204 Weather Annex Site #1 ,2807,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2808 - Mesonet #1500 Weather Annex Site #1 ,2808,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2809 - Mesonet #2016 Weather Annex Site #1 ,2809,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2810 - Mesonet #1605 Weather Annex Site #1 ,2810,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2811 - Mesonet #1612 Weather Annex Site #1 ,2811,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2812 - Mesonet #1617 Weather Annex Site #1 ,2812,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2813 - Mesonet #0300 Weather Annex Site #1 ,2813,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2814 - Mesonet #2008 Weather Annex Site #1 ,2814,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2815 - Mesonet #9404 Weather Annex Site #1 ,2815,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2816 - Mesonet #2202 Weather Annex Site #1 ,2816,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2817 - Mesonet #9001 Weather Annex Site #1 ,2817,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2818 - Draughon Training Range,2818,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2819 - Mica Peak Radar Site Site 1,2819,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2820 - Microwave Relay Annex Remote Site 1,2820,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2821 - Microwave Relay Annex Remote Site 2,2821,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2822 - Microwave Relay Annex Remote Site 3,2822,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2823 - Microwave Relay Annex Remote Site 4,2823,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2824 - Microwave Relay Annex Remote Site  5,2824,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2825 - Microwave Relay Annex Remote 6 Site,2825,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2826 - Microwave Relay Annex Remote Site 7,2826,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2827 - Microwave Relay Annex Remote  Site 8,2827,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2828 - Thumrait Mpt Site 1,2828,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2829 - Mildenhall Ils Middle Marker Annex Site #1 ,2829,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2830 - RAF Mildenhall Site #1 ,2830,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2831 - RAF Mildenhall Ammo Stor Annex Site #1 ,2831,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2832 - RAF Mildenhall Waste Annex Site #1 ,2832,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"2833 - Milford ANGS, Ma Site #1 ",2833,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2834 - Mill Valley Bcn Site #1 ,2834,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2835 - Minn-St. Paul Site #1 ,2835,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2836 - Mpls St. Paul Intl Apt Officer Club Annex Site #1 ,2836,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2837 - Minot AFB Site 1,2837,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2838 - Minot Com Site 1,2838,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2839 - Minot Ils Middle Marker Annex Site 1,2839,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2840 - Minot AF Missile Site A1 Site 1,2840,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2841 - Minot AF Missile Site A2 Site 1,2841,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2842 - Minot AF Missile Site A3 Site 1,2842,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2843 - Minot AF Missile Site A4 Site 1,2843,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2844 - Minot AF Missile Site A5 Site 1,2844,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2845 - Minot AF Missile Site A6 Site 1,2845,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2846 - Minot AF Missile Site A7 Site 1,2846,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2847 - Minot AF Missile Site A8 Site 1,2847,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2848 - Minot AF Missile Site A9 Site 1,2848,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2849 - Minot AF Missile Site A10 Site 1,2849,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2850 - Minot AF Missile Site A11 Site 1,2850,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2851 - Minot AF Missile Site B1 Site 1,2851,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2852 - Minot AF Missile Site B2 Site 1,2852,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2853 - Minot AF Missile Site B3 Site 1,2853,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2854 - Minot AF Missile Site B4 Site 1,2854,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2855 - Minot AF Missile Site B5 Site 1,2855,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2856 - Minot AF Missile Site B6 Site 1,2856,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2857 - Minot AF Missile Site B7 Site 1,2857,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2858 - Minot AF Missile Site B8 Site 1,2858,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2859 - Minot AF Missile Site B9 Site 1,2859,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2860 - Minot AF Missile Site B10 Site 1,2860,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2861 - Minot AF Missile Site B11 Site 1,2861,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2862 - Minot AF Missile Site C1 Site 1,2862,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2863 - Minot AF Missile Site C2 Site 1,2863,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2864 - Minot AF Missile Site C3 Site 1,2864,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2865 - Minot AF Missile Site C4 Site 1,2865,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2866 - Minot AF Missile Site C5 Site 1,2866,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2867 - Minot AF Missile Site C6 Site 1,2867,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2868 - Minot AF Missile Site C7 Site 1,2868,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2869 - Minot AF Missile Site C8 Site 1,2869,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2870 - Minot AF Missile Site C9 Site 1,2870,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2871 - Minot AF Missile Site C10 Site 1,2871,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2872 - Minot AF Missile Site C11 Site 1,2872,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2873 - Minot AF Missile Site D1 Site 1,2873,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2874 - Minot AF Missile Site D2 Site 1,2874,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2875 - Minot AF Missile Site D3 Site 1,2875,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2876 - Minot AF Missile Site D4 Site 1,2876,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2877 - Minot AF Missile Site D5 Site 1,2877,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2878 - Minot AF Missile Site D6 Site 1,2878,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2879 - Minot AF Missile Site D7 Site 1,2879,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2880 - Minot AF Missile Site D8 Site 1,2880,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2881 - Minot AF Missile Site D9 Site 1,2881,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2882 - Minot AF Missile Site D10 Site 1,2882,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2883 - Minot AF Missile Site D11 Site 1,2883,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2884 - Minot AF Missile Site E1 Site 1,2884,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2885 - Minot AF Missile Site E2 Site 1,2885,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2886 - Minot AF Missile Site E3 Site 1,2886,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2887 - Minot AF Missile Site E4 Site 1,2887,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2888 - Minot AF Missile Site E5 Site 1,2888,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2889 - Minot AF Missile Site E6 Site 1,2889,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2890 - Minot AF Missile Site E7 Site 1,2890,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2891 - Minot AF Missile Site E8 Site 1,2891,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2892 - Minot AF Missile Site E9 Site 1,2892,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2893 - Minot AF Missile Site E10 Site 1,2893,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2894 - Minot AF Missile Site E11 Site 1,2894,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2895 - Minot AF Missile Site F1 Site 1,2895,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2896 - Minot AF Missile Site F2 Site 1,2896,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2897 - Minot AF Missile Site F3 Site 1,2897,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2898 - Minot AF Missile Site F4 Site 1,2898,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2899 - Minot AF Missile Site F5 Site 1,2899,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2900 - Minot AF Missile Site F6 Site 1,2900,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2901 - Minot AF Missile Site F7 Site 1,2901,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2902 - Minot AF Missile Site F8 Site 1,2902,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2903 - Minot AF Missile Site F9 Site 1,2903,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2904 - Minot AF Missile Site F10 Site 1,2904,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2905 - Minot AF Missile Site F11 Site 1,2905,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2906 - Minot AF Missile Site G1 Site 1,2906,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2907 - Minot AF Missile Site G2 Site 1,2907,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2908 - Minot AF Missile Site G3 Site 1,2908,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2909 - Minot AF Missile Site G4 Site 1,2909,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2910 - Minot AF Missile Site G5 Site 1,2910,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2911 - Minot AF Missile Site G6 Site 1,2911,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2912 - Minot AF Missile Site G7 Site 1,2912,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2913 - Minot AF Missile Site G8 Site 1,2913,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2914 - Minot AF Missile Site G9 Site 1,2914,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2915 - Minot AF Missile Site G10 Site 1,2915,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2916 - Minot AF Missile Site G11 Site 1,2916,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2917 - Minot AF Missile Site H1 Site 1,2917,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2918 - Minot AF Missile Site H2 Site 1,2918,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2919 - Minot AF Missile Site H3 Site 1,2919,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2920 - Minot AF Missile Site H4 Site 1,2920,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2921 - Minot AF Missile Site H5 Site 1,2921,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2922 - Minot AF Missile Site H6 Site 1,2922,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2923 - Minot AF Missile Site H7 Site 1,2923,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2924 - Minot AF Missile Site H8 Site 1,2924,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2925 - Minot AF Missile Site H9 Site 1,2925,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2926 - Minot AF Missile Site H10 Site 1,2926,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2927 - Minot AF Missile Site H11 Site 1,2927,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2928 - Minot AF Missile Site I1 Site 1,2928,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2929 - Minot AF Missile Site I2 Site 1,2929,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2930 - Minot AF Missile Site I3 Site 1,2930,,
