Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170433 - Site #2 Munitions Storage Area Msa-3 ,170433,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170434 - Site #3 Munitions Storage Area Msa-1 ,170434,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170435 - Site #5 Vehicle Maintenance ,170435,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170436 - Site #7 Para-Rescue Squadron & Age ,170436,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170438 - Tinker Areospace Complex ,170438,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170447 - Nga Arnold Site,170447,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1706 - Elephant Butte Space Survelliance Station ,1706,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170647 - Joint Base Charleston Air Park,170647,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1707 - Elida Mini Mute Rbs Site 10 Site 1,1707,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1708 - Ellington Field Site #1 ,1708,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,170800 - Ellsworth AFB Site 2,170800,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1710 - Elloree Mini Mute Sha3 Site 1,1710,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,171068 - Bradshaw Training Site ,171068,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,171074 - Savannah/Hilton Head Iap Site #2 ,171074,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,171075 - Savannah/Hilton Head Iap Site #3 ,171075,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,171076 - Savannah/Hilton Head Iap Site #4 ,171076,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,171077 - Savannah/Hilton Head Iap Site #5 ,171077,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1711 - Ellsworth AFB Site 1,1711,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1712 - Ellsworth Academic Annex Site #1 ,1712,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1713 - Ellsworth Comm Annex Transmitter Site #1 ,1713,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"1714 - Ellsworth Family Housing Annex #3, Site #1 ",1714,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"1715 - Ellsworth Family Housing Annex #4, Site #1 ",1715,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1725 - Ellsworth AF Missile Site B8 Site 1,1725,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1742 - Ellsworth AF Missile Site D7 Site  1,1742,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1749 - Ellsworth AF Missile Site E7 Site 1,1749,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1819 - Ellsworth Radio Relay Annex Site #1 ,1819,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1821 - Elmendorf AFB Site 1,1821,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1823 - Ely Radio Relay Annex Site 1,1823,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1825 - England Industrial Airpark Site #1 ,1825,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1827 - Eriswell Family Housing Annex Site #1 ,1827,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1828 - Escn Df Fl Spt Pt Site #1 ,1828,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1830 - Juniper Butte Range Site 1,1830,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"1831 - Ewa Deep Space Surveillance Site, Site #1 ",1831,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1832 - Exmouth Family Housing Annex Site 1,1832,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1833 - F E Warren AFB Site 1,1833,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1834 - Francis E Warren AF Missile Site A1 Site 1,1834,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1835 - Francis E Warren AF Missile Site A2 Site 1,1835,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1836 - Francis E Warren AF Missile Site A3 Site 1,1836,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1837 - Francis E Warren AF Missile Site A4 Site 1,1837,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1838 - Francis E Warren AF Missile Site A5 Site 1,1838,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1839 - Francis E Warren AF Missile Site A6 Site 1,1839,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1840 - Francis E Warren AF Missile Site A7 Site 1,1840,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1841 - Francis E Warren AF Missile Site A8 Site 1,1841,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1842 - Francis E Warren AF Missile Site A9 Site 1,1842,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1843 - Francis E Warren AF Missile Site A10 Site 1,1843,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1844 - Francis E Warren AF Missile Site A11 Site 1,1844,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1845 - Francis E Warren AF Missile Site B1 Site 1,1845,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1846 - Francis E Warren AF Missile Site B2 Site 1,1846,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1847 - Francis E Warren AF Missile Site B3 Site 1,1847,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1848 - Francis E Warren AF Missile Site B4 Site 1,1848,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1849 - Francis E Warren AF Missile Site B5 Site 1,1849,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1850 - Francis E Warren AF Missile Site B6 Site 1,1850,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1851 - Francis E Warren AF Missile Site B7 Site 1,1851,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1852 - Francis E Warren AF Missile Site B8 Site 1,1852,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1853 - Francis E Warren AF Missile Site B9 Site 1,1853,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1854 - Francis E Warren AF Missile Site B10 Site 1,1854,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1855 - Francis E Warren AF Missile Site B11 Site 1,1855,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1856 - Francis E Warren AF Missile Site C1 Site 1,1856,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1857 - Francis E Warren AF Missile Site C2 Site 1,1857,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1858 - Francis E Warren AF Missile Site C3 Site 1,1858,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1859 - Francis E Warren AF Missile Site C4 Site 1,1859,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1860 - Francis E Warren AF Missile Site C5 Site 1,1860,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1861 - Francis E Warren AF Missile Site C6 Site 1,1861,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1862 - Francis E Warren AF Missile Site C7 Site 1,1862,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1863 - Francis E Warren AF Missile Site C8 Site 1,1863,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1864 - Francis E Warren AF Missile Site C9 Site 1,1864,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1865 - Francis E Warren AF Missile Site C10 Site 1,1865,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1866 - Francis E Warren AF Missile Site C11 Site 1,1866,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1867 - Francis E Warren AF Missile Site D1 Site 1,1867,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1868 - Francis E Warren AF Missile Site D2 Site 1,1868,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1869 - Francis E Warren AF Missile Site D3 Site 1,1869,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1870 - Francis E Warren AF Missile Site D4 Site 1,1870,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1871 - Francis E Warren AF Missile Site D5 Site 1,1871,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1872 - Francis E Warren AF Missile Site D6 Site 1,1872,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1873 - Francis E Warren AF Missile Site D7 Site 1,1873,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1874 - Francis E Warren AF Missile Site D8 Site 1,1874,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1875 - Francis E Warren AF Missile Site D9 Site 1,1875,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1876 - Francis E Warren AF Missile Site D10 Site 1,1876,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,1877 - Francis E Warren AF Missile Site D11 Site 1,1877,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187720 - Box Elder Digital Radar Site Dasr,187720,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187745 - Lambert-St. Louis Site #2 - North ,187745,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187746 - Batt West Property Site #2 ,187746,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187747 - Otis ANG Base Site #2 ,187747,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187748 - Site #3 Red Horse Bed Down ,187748,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187749 - Site #2 Off Base Drop Zone ,187749,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187750 - Kingsley Field Cantonement Site #2 ,187750,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187751 - Kingsley Field Munitions Area Site 3 ,187751,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187752 - Kingsley Field 270Th Atcs Compound Site 4 ,187752,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187753 - Kingsley Field Firing Range Site 5 ,187753,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"187755 - Andersen AFB, Santa Rosa Parcel C",187755,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187757 - Gen Mitchell Iap Site #2  ,187757,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187758 - Fort Indiantown Gap AGS Area #2 ,187758,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187759 - Fort Indiantown Gap AGS Area #15 ,187759,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187760 - Fort Indiantown Gap AGS Area #26 ,187760,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,187761 - Ftig AGS Area #26 Control Tower ,187761,,
