Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,,,,,,,,,,,,,,,,,,,,,,,2413 - Kalispell Air Force Station Site #1  (2413),mpyj0002 - Leased Data Asset MPYJ (mpyj0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2414 - Kalkar Administration Office Site 1 (2414),mqna0001 - Lajes Field Site #1 (mqna0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2417 - Yeager Aprt Site #1  (2417),mqnj0001 - Lajes Water System Annex Site #1 (mqnj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2419 - Karup Air Base Site #1  (2419),mrgd0001 - Lake Kickapoo Space Surveillance Station (mrgd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2420 - Keaukaha Military Reservation Site #1  (2420),mrhb0001 - Lake Louise Recreation Annex Site #1 (mrhb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2421 - Minot Air National Guard Station Site #1  (2421),mrsn0001 - Mesonet #1012 Weather Annex Site #1 (mrsn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2422 - Keesler Air Force Base Site #1  (2422),msbl0001 - Nawcadlke Non-Nif Lakehurst NJ (msbl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2423 - Maniago Family Housing Site, Site #1  (2423)",msbl0002 - Pinehurst Estates (msbl0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2424 - Malpensa Postal Office (2424),mset0001 - RAF Lakenheath Site #1 (mset0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2425 - Keesler Small Arms Range Annex Site #1  (2425),msgd0001 - Lakeside Radio Relay Annex Site #1 (msgd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2426 - Keesler Training Annex #1,  Site #1  (2426)",msqb0001 - Lambert-St Louis Site #1 - South (msqb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2427 - Kegelman Air Force Auxiliary Field Site #1  (2427),msqb0002 - Lambert-St. Louis Site #2 - North (msqb0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2428 - Keg Mountain Radio Relay Annex Site 1 (2428),"mtmc0001 - Landstuhl Maintenance Site, Site #1 (mtmc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2429 - W K Kellogg Site #1  (2429),"mtml0001 - Landstuhl Maintenance Site#2, Site #1 (mtml0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2430 - Kelly Air Force Base Site 1 Port (2430),"mtmn0001 - Landstuhl Family Housing Annex O3, Site #1 (mtmn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2431 - Kenai Annex Site 1 (2431),muaf0001 - Mus Air Base Site #1 (muaf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2432 - Keno Air Force Station Site #1  (2432),muhj0001 - Langley Air Force Base Site #1 (muhj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2433 - Kern Mountain Radio Relay Annex Site 1 (2433),mujc0001 - Langley Family Housing Annex Site #1 (mujc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2434 - Key Field Site #1  (2434),mwhl0001 - RAF Menwith Hill Site #1 (mwhl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2437 - Kimhae Storage Annex Site 1 (2437),mwqz0001 - Nellis Communication Annex Site #1 (mwqz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2438 - King Salmon Airport Site #1  (2438),mxdp0001 - Laughlin Air Force Base Site #1 (mxdp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2439 - Kingstree Mini Mute Sha5 (2439),mxdp0002 - Leased Data Assets (mxdp0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2441 - Mhill2 - Harrogate Site #1  (2441),"mxds0001 - Laughlin Air Force Base Aux #1, Site #1 (mxds0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2442 - Mhill3 - Knaresborough Site #1  (2442),mxdu0001 - Laughlin ILS Localizer Annex Site #1 (mxdu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2443 - Mhill4 - Selby Site #1  (2443),mxpx0001 - Laughlin Recreation Annex Site #1 (mxpx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2445 - Kirtland Site #1  (2445),mxrd0001 - Hanscom Air Force Base Site #1 (mxrd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2446 - Kleine Brogel Air Base Site 1 (2446),mxrd0002 - Hanscom 91 Hartwell Ave Site #2 (mxrd0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2447 - Kokee Air Force Station Site #1  (2447),mxrd0003 - Hanscom Massachusetts Port Authority (mxrd0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2448 - Pil Sung Air Range Site 1 (2448),mxrd0004 - Hanscom King 4 Hartwell Place LP (mxrd0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2449 - Melbourne International Airport Aldf Site #1  (2449),mxrd0005 - Hanscom Kiln Brook Spur Inc. (mxrd0005),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2451 - Kotzebue Long Range Radar Site, Site #1  (2451)",mxrd0006 - Hanscom Hartwell Town of Bedford (mxrd0006),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2452 - Ted Stevens International Airport Site #1  (2452),mxrd0007 - Fam Camp (mxrd0007),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2453 - Kume Jima Range Site 1 (2453),mxrd0008 - Nearfield (mxrd0008),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2454 - Kunsan Air Base Site 1 (2454),"mzvt0001 - Learmouth AF Solar Observatory Research Site, Site #1 (mzvt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2455 - Kwang Ju Air Base Site 1 (2455),ndtc0001 - No-Drop 9 Tactical Training Range Site #1 (ndtc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2457 - La Comina Storage Site Site 1 (2457),nfyl0001 - Lincoln Communication Annex Site #1 (nfyl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2459 - La Porte ANG Station Site #1  (2459),ngcb0001 - Lincoln Municipal Airport Site #1 (ngcb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2460 - Montgomery ANG Station Site #1  (2460),nkak0001 - Little Rock Air Force Base Site #1 (nkak0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2461 - Lackland Air Force Base Site 1 (2461),nkcz0001 - Little Rock Training Annex Site #1 (nkcz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2462 - Lackland Training Annex Site 1 (2462),nkhx0001 - Little Rock ILS Outer Marker Annex Site #1 (nkhx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2463 - Lajes Field Site 1 (2463),nlzg0001 - Rickenbacker Site #1 (nlzg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2464 - Lajes Water System Annex Site 1 (2464),nnpl0001 - 850 Elsg/Ngm (nnpl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2466 - Lake Kickapoo Space Surveillance Station  (2466),npjd0001 - London Air Terminal Site #1 (npjd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2467 - Lake Louise Recreation Annex Site #1  (2467),"nprg0001 - Lonely Short Range Radar Site, Site #1 (nprg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2468 - Mesonet #1012 Weather Annex Site #1  (2468),nqnk0001 - Lajas Radar Site (nqnk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2470 - RAF Lakenheath Site #1  (2470),"nqtn0001 - Lookout Pass Survival Training Site, Site #1 (nqtn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2471 - Lakeside Radio Relay Annex Site 1 (2471),nrch0001 - Loring Air Force Base (nrch0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2472 - Lambert-St. Louis Site #1 - South  (2472),ntea0001 - Lovell Field Air National Guard Site #1 (ntea0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2473 - Landstuhl Maintenance Site Site 1 (2473),ntmu0001 - Lowry Air Force Base (ntmu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2474 - Landstuhl Maintenance Site No 2 Site 1 (2474),"nuef0001 - Luke Air Force Auxiliary Field#1, Site #1 (nuef0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2475 - Landstuhl Family Housing Annex O3 Site 1 (2475),nuex0001 - Luke A F Base Site #1 (nuex0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2476 - Mus Air Base Site #1  (2476),nurd0001 - The Barry M Goldwater Air Force Range Site #1 (nurd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2479 - Langley AFB Site 1 (2479),nurx0001 - Luke Waste Annex Site #1 (nurx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2480 - Langley Family Housing Annex Site 1 (2480),nvpr0001 - Lynn Haven Defense Fuel Sup Site #1 (nvpr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2481 - RAF Menwith Hill Site #1  (2481),nvzr0001 - Macdill AFB Site #1 (nvzr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2482 - Nellis Communication Annex Site #1  (2482),nyjs0001 - Camp Kinser (nyjs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2483 - Laughlin Air Force Base Site #1  (2483),"nynk0001 - Makua Sub-Cable Site, Site #1 (nynk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2484 - Laughlin Air Force Base Aux #1, Site #1  (2484)",nyrl0001 - Malabar Transmitter Annex Site #1 (nyrl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2485 - Laughlin Ils Localizer Annex Site #1  (2485),"nzaq0001 - Malmstrom Radio Relay Annex #9, Site #1 (nzaq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2486 - Laughlin Recreation Annex Site #1  (2486),nzas0001 - Malmstrom Site #1 (nzas0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2487 - Hanscom AFB Site 1 (2487),"nzbs0001 - Malmstrom AF Missile Site A1, Site #1 (nzbs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2488 - Learmonth AF Solar Observatory Rsch Site Site 1 (2488),"nzbt0001 - Malmstrom AF Missile Site A2, Site #1 (nzbt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2491 - No Drop 9 Tactical Training Range Site 1 (2491),"nzbu0001 - Malmstrom AF Missile Site A3, Site #1 (nzbu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2492 - Lincoln Communication Annex Site 1 (2492),"nzbv0001 - Malmstrom AF Missile Site A4, Site #1 (nzbv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2493 - Lincoln Municipal Airport Site #1  (2493),"nzbw0001 - Malmstrom AF Missile Site A5, Site #1 (nzbw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2496 - Little Rock AFB Site 1 (2496),"nzbx0001 - Malmstrom AF Missile Site A6, Site #1 (nzbx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2497 - Little Rock Training Annex Site 1 (2497),"nzby0001 - Malmstrom AF Missile Site A7, Site #1 (nzby0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2498 - Little Rock Ils Outer Marker Annex Site 1 (2498),"nzbz0001 - Malmstrom AF Missile Site A8, Site #1 (nzbz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2499 - Rickenbacker Site #1  (2499),"nzca0001 - Malmstrom AF Missile Site A9, Site #1 (nzca0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2501 - 850 Elsg/Ngm  (2501),"nzcb0001 - Malmstrom AF Missile Site A10, Site #1 (nzcb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2503 - London Air Terminal Site #1  (2503),"nzcc0001 - Malmstrom AF Missile Site A11, Site #1 (nzcc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2504 - Lonely Short Range Radar Site, Site #1  (2504)","nzcd0001 - Malmstrom AF Missile Site B1, Site #1 (nzcd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2505 - Lajas Radar Site (2505),"nzce0001 - Malmstrom AF Missile Site B2, Site #1 (nzce0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2506 - Lookout Pass Survival Training Site, Site #1  (2506)","nzcf0001 - Malmstrom AF Missile Site B3, Site #1 (nzcf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2513 - Lovell Field Air National Guard Site #1  (2513),"nzcg0001 - Malmstrom AF Missile Site B4, Site #1 (nzcg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2516 - Luke Air Force Auxiliary Field No 1 Site 1 (2516),"nzch0001 - Malmstrom AF Missile Site B5, Site #1 (nzch0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2517 - Luke A F Base Site 1 (2517),"nzcj0001 - Malmstrom AF Missile Site B6, Site #1 (nzcj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2518 - The Barry M Goldwater Air Force Range Site 1 (2518),"nzck0001 - Malmstrom AF Missile Site B7, Site #1 (nzck0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2519 - Luke Waste Annex Site 1 (2519),"nzcl0001 - Malmstrom AF Missile Site B8, Site #1 (nzcl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2520 - Lynn Haven Defense Fuel Sup Site #1  (2520),"nzcm0001 - Malmstrom AF Missile Site B9, Site #1 (nzcm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2521 - Macdill Air Force Base Site #1  (2521),"nzcn0001 - Malmstrom AF Missile Site B10, Site #1 (nzcn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2523 - Camp Kinser (2523),"nzcp0001 - Malmstrom AF Missile Site B11, Site #1 (nzcp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2524 - Makua Sub-Cable Site, Site #1  (2524)","nzcq0001 - Malmstrom AF Missile Site C1, Site #1 (nzcq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2525 - Malabar Transmitter Annex Site #1  (2525),"nzcr0001 - Malmstrom AF Missile Site C2, Site #1 (nzcr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2526 - Malmstrom Radio Relay Annex #9,  Site #1  (2526)","nzcs0001 - Malmstrom AF Missile Site C3, Site #1 (nzcs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2528 - Malmstrom AFB Site 1 (2528),"nzct0001 - Malmstrom AF Missile Site C4, Site #1 (nzct0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2529 - Malmstrom AF Missile Site A1 Site 1 (2529),"nzcu0001 - Malmstrom AF Missile Site C5, Site #1 (nzcu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2530 - Malmstrom AF Missile Site A2 Site 1 (2530),"nzcv0001 - Malmstrom AF Missile Site C6, Site #1 (nzcv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2531 - Malmstrom AF Missile Site A3 Site 1 (2531),"nzcw0001 - Malmstrom AF Missile Site C7, Site #1 (nzcw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2532 - Malmstrom AF Missile Site A4 Site 1 (2532),"nzcx0001 - Malmstrom AF Missile Site C8, Site #1 (nzcx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2533 - Malmstrom AF Missile Site A5 Site 1 (2533),"nzcy0001 - Malmstrom AF Missile Site C9, Site #1 (nzcy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2534 - Malmstrom AF Missile Site A6 Site 1 (2534),"nzcz0001 - Malmstrom AF Missile Site C10, Site #1 (nzcz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2535 - Malmstrom AF Missile Site A7 Site 1 (2535),"nzda0001 - Malmstrom AF Missile Site C11, Site #1 (nzda0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2536 - Malmstrom AF Missile Site A8 Site 1 (2536),"nzdb0001 - Malmstrom AF Missile Site D1, Site #1 (nzdb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2537 - Malmstrom AF Missile Site A9 Site 1 (2537),"nzdc0001 - Malmstrom AF Missile Site D2, Site #1 (nzdc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2538 - Malmstrom AF Missile Site A10 Site 1 (2538),"nzdd0001 - Malmstrom AF Missile Site D3, Site #1 (nzdd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2539 - Malmstrom AF Missile Site A11 Site 1 (2539),"nzde0001 - Malmstrom AF Missile Site D4, Site #1 (nzde0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2540 - Malmstrom AF Missile Site B1 Site 1 (2540),"nzdf0001 - Malmstrom AF Missile Site D5, Site #1 (nzdf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2541 - Malmstrom AF Missile Site B2 Site 1 (2541),"nzdg0001 - Malmstrom AF Missile Site D6, Site #1 (nzdg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2542 - Malmstrom AF Missile Site B3 Site 1 (2542),"nzdh0001 - Malmstrom AF Missile Site D7, Site #1 (nzdh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2543 - Malmstrom AF Missile Site B4 Site 1 (2543),"nzdj0001 - Malmstrom AF Missile Site D8, Site #1 (nzdj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2544 - Malmstrom AF Missile Site B5 Site 1 (2544),"nzdk0001 - Malmstrom AF Missile Site D9, Site #1 (nzdk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2545 - Malmstrom AF Missile Site B7 Site 1 (2545),"nzdl0001 - Malmstrom AF Missile Site D10, Site #1 (nzdl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2546 - Malmstrom AF Missile Site B8 Site 1 (2546),"nzdm0001 - Malmstrom AF Missile Site D11, Site #1 (nzdm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2547 - Malmstrom AF Missile Site B9 Site 1 (2547),"nzdn0001 - Malmstrom AF Missile Site E1, Site #1 (nzdn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2548 - Malmstrom AF Missile Site B10 Site 1 (2548),"nzdp0001 - Malmstrom AF Missile Site E2, Site #1 (nzdp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2549 - Malmstrom AF Missile Site B11 Site 1 (2549),"nzdq0001 - Malmstrom AF Missile Site E3, Site #1 (nzdq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2550 - Malmstrom AF Missile Site C1 Site 1 (2550),"nzdr0001 - Malmstrom AF Missile Site E4, Site #1 (nzdr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2551 - Malmstrom AF Missile Site C2 Site 1 (2551),"nzds0001 - Malmstrom AF Missile Site E5, Site #1 (nzds0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2552 - Malmstrom AF Missile Site C3 Site 1 (2552),"nzdt0001 - Malmstrom AF Missile Site E6, Site #1 (nzdt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2553 - Malmstrom AF Missile Site C4 Site 1 (2553),"nzdu0001 - Malmstrom AF Missile Site E7, Site #1 (nzdu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2554 - Malmstrom AF Missile Site C5 Site 1 (2554),"nzdv0001 - Malmstrom AF Missile Site E8, Site #1 (nzdv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2555 - Malmstrom AF Missile Site C6 Site 1 (2555),"nzdw0001 - Malmstrom AF Missile Site E9, Site #1 (nzdw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2556 - Malmstrom AF Missile Site C7 Site 1 (2556),"nzdx0001 - Malmstrom AF Missile Site E10, Site #1 (nzdx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2557 - Malmstrom AF Missile Site C8 Site 1 (2557),"nzdy0001 - Malmstrom AF Missile Site E11, Site #1 (nzdy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2558 - Malmstrom AF Missile Site C9 Site 1 (2558),"nzdz0001 - Malmstrom AF Missile Site F1, Site #1 (nzdz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2559 - Malmstrom AF Missile Site C10 Site 1 (2559),"nzea0001 - Malmstrom AF Missile Site F2, Site #1 (nzea0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2560 - Malmstrom AF Missile Site C11 Site 1 (2560),"nzeb0001 - Malmstrom AF Missile Site F3, Site #1 (nzeb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2561 - Malmstrom AF Missile Site D1 Site 1 (2561),"nzec0001 - Malmstrom AF Missile Site F4, Site #1 (nzec0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2562 - Malmstrom AF Missile Site D2 Site 1 (2562),"nzed0001 - Malmstrom AF Missile Site F5, Site #1 (nzed0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2563 - Malmstrom AF Missile Site D3 Site 1 (2563),"nzee0001 - Malmstrom AF Missile Site F6, Site #1 (nzee0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2564 - Malmstrom AF Missile Site D4 Site 1 (2564),"nzef0001 - Malmstrom AF Missile Site F7, Site #1 (nzef0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2565 - Malmstrom AF Missile Site D5 Site 1 (2565),"nzeg0001 - Malmstrom AF Missile Site F8, Site #1 (nzeg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2566 - Malmstrom AF Missile Site D6 Site 1 (2566),"nzeh0001 - Malmstrom AF Missile Site F9, Site #1 (nzeh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2567 - Malmstrom AF Missile Site D7 Site 1 (2567),"nzej0001 - Malmstrom AF Missile Site F10, Site #1 (nzej0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2568 - Malmstrom AF Missile Site D8 Site 1 (2568),"nzel0001 - Malmstrom AF Missile Site F11, Site #1 (nzel0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2569 - Malmstrom AF Missile Site D9 Site 1 (2569),"nzem0001 - Malmstrom AF Missile Site G1, Site #1 (nzem0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2570 - Malmstrom AF Missile Site D10 Site 1 (2570),"nzen0001 - Malmstrom AF Missile Site G2, Site #1 (nzen0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2571 - Malmstrom AF Missile Site D11 Site 1 (2571),"nzep0001 - Malmstrom AF Missile Site G3, Site #1 (nzep0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2572 - Malmstrom AF Missile Site E1 Site 1 (2572),"nzeq0001 - Malmstrom AF Missile Site G4, Site #1 (nzeq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2573 - Malmstrom AF Missile Site E2 Site 1 (2573),"nzer0001 - Malmstrom AF Missile Site G5, Site #1 (nzer0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2574 - Malmstrom AF Missile Site E3 Site 1 (2574),"nzes0001 - Malmstrom AF Missile Site G6, Site #1 (nzes0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2575 - Malmstrom AF Missile Site E4 Site 1 (2575),"nzet0001 - Malmstrom AF Missile Site G7, Site #1 (nzet0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2576 - Malmstrom AF Missile Site E5 Site 1 (2576),"nzeu0001 - Malmstrom AF Missile Site G8, Site #1 (nzeu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2577 - Malmstrom AF Missile Site E6 Site 1 (2577),"nzev0001 - Malmstrom AF Missile Site G9, Site #1 (nzev0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2578 - Malmstrom AF Missile Site E7 Site 1 (2578),"nzew0001 - Malmstrom AF Missile Site G10, Site #1 (nzew0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2579 - Malmstrom AF Missile Site E8 Site 1 (2579),"nzex0001 - Malmstrom AF Missile Site G11, Site #1 (nzex0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2580 - Malmstrom AF Missile Site E9 Site 1 (2580),"nzey0001 - Malmstrom AF Missile Site H1, Site #1 (nzey0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2581 - Malmstrom AF Missile Site E10 Site 1 (2581),"nzez0001 - Malmstrom AF Missile Site H2, Site #1 (nzez0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2582 - Malmstrom AF Missile Site E11 Site 1 (2582),"nzfa0001 - Malmstrom AF Missile Site H3, Site #1 (nzfa0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2583 - Malmstrom AF Missile Site F1 Site 1 (2583),"nzfb0001 - Malmstrom AF Missile Site H4, Site #1 (nzfb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2584 - Malmstrom AF Missile Site F2 Site 1 (2584),"nzfc0001 - Malmstrom AF Missile Site H5, Site #1 (nzfc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2585 - Malmstrom AF Missile Site F3 Site 1 (2585),"nzfd0001 - Malmstrom AF Missile Site H6, Site #1 (nzfd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2586 - Malmstrom AF Missile Site F4 Site 1 (2586),"nzfe0001 - Malmstrom AF Missile Site H7, Site #1 (nzfe0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2587 - Malmstrom AF Missile Site F5 Site 1 (2587),"nzff0001 - Malmstrom AF Missile Site H8, Site #1 (nzff0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2588 - Malmstrom AF Missile Site F6 Site 1 (2588),"nzfg0001 - Malmstrom AF Missile Site H9, Site #1 (nzfg0001)",,,
