Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,,,,,,,,,,,,,,,,,,,,,,,3193 - Tule Valley Radio Relay Annex Site 1 (3193),tjyh0001 - Plympton Ridge Radio Relay Annex Site #1 (tjyh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3196 - Luis Munoz Marin International Airport Site #1  (3196),tkfh0001 - Poinsett Electronic Combat Range Site #1 (tkfh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3197 - Punamano Air Force Station Site #1  (3197),tkgp0001 - Point Arena Air Force Station Site #1 (tkgp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3198 - Punta Salinas Radar Site, Site #1  (3198)",tkgv0001 - Point Arena Communication Facility Annex Site #1 (tkgv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3199 - Twin Mountain Radio Relay Annex Site 1 (3199),tkhh0001 - Point Arena Water System Annex Site #1 (tkhh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3200 - Quonset State Airport Site #1  (3200),"tklh0001 - Point Barrow Long Range Radar Site, Site #1 (tklh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3201 - RAF Ely Famly Housing Annex Site #1  (3201),"tkuh0001 - Point Lay Long Range Radar Site, Site #1 (tkuh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3202 - RAF Brampton Family Housing Annex Site #1  (3202),"tkwr0001 - Punta Borinquen Radar Site, Site #1 (tkwr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3203 - RAF Upwood Site #1  (3203),tmfg0001 - Pony Radio Relay Annex Site #1 (tmfg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3204 - Ramey AF Solar Observatory Research Site, Site #1  (3204)",tnph0001 - Port Canaveral Cable Terminal Annex Site #1 (tnph0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3205 - Ramstein Storage Annex Site 1 (3205),"tnyh0001 - Port Heiden Radio Relay Site, Site #1 (tnyh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3206 - Ramstein Air Base Site 1 (3206),tpgh0001 - Port Mahon Pol Annex Site #1 (tpgh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3207 - Einsiedlerhof Maintenance Annex Site 1 (3207),tpzw0001 - Portella Nova Radar Annex Site #1 (tpzw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3208 - Kapaun Administration Anx Site 1 (3208),tqkd0001 - Portland International Airport ANG (tqkd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3209 - Randolph Air Force Base Site 1 (3209),tqyp0001 - Potrero Hills Storage Annex Site #1 (tqyp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3210 - Rattle Radio Relay Site 1 (3210),tres0001 - Tres Esquinas Site #1 (tres0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3211 - Red River Space Surveillance Station  (3211),trzr0001 - Praia Da Victoria Dock Annex Site #1 (trzr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3216 - Rio Grande City Radar Site (3216),tsax0001 - Praia Da Victoria Fuel Storage Annex Site #1 (tsax0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3218 - Riverhead City Site  (3218),tsha0001 - Tosohatchee State Preserve ALDF Site #1 (tsha0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3219 - Robins Air Force Base Site 1 (3219),ttnl0001 - Tattnall Space Surveillance Station (ttnl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3220 - Rome Laboratory Site 1 (3220),"ttqk0001 - Air Force Plant 42, Site #1 (ttqk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3222 - Rosecrans Map/139Ag Site #1  (3222),tual0001 - Tularosa Site #1 (tual0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3224 - Roveredo Storage Annex Site #1  (3224),tuam0001 - Tule Valley Radio Relay Annex Site #1 (tuam0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3225 - Union Emitter Site 1 (3225),tumr0001 - Luis Munoz Marin International Airport Site #1 (tumr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3226 - RAF Oakhanger Site #1  (3226),tuuk0001 - Punamano Air Force Station Site #1 (tuuk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3227 - Rydalch Radio Relay Site 1 (3227),"tvad0001 - Punta Salinas Radar Site, Site #1 (tvad0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3228 - Tori Shima Air Range Site 1 (3228),twaj0001 - Twin Mountain Radio Relay Annex Site #1 (twaj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3231 - Sagami Communications Station Site 1 (3231),twlr0001 - Quonset State Airport Site #1 (twlr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3232 - Sagamore Hill Electronics Research Annex Site 1 (3232),twlr0002 - ATCT Land Lease (twlr0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3234 - Salt Lake City International Airport Site #1  (3234),twsn0001 - Townsend Air To Ground Weapons Range (twsn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3236 - San Jose Radar Site, Site #1  (3236)",twvc0001 - RAF Ely Family Housing Annex Site #1 (twvc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3239 - San Vito Dei Normanni Air Station Site 1 (3239),twvd0001 - RAF Brampton Family Housing Annex Site #1 (twvd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3240 - Sandem Radio Relay Annex Site 1 (3240),twvq0001 - RAF Upwood Site #1 (twvq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3241 - Sanno Annex Site 1 (3241),"txyd0001 - Ramey AF Solar Observatory Research Site, Site #1 (txyd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3242 - Costa Mesa Air National Guard Station Site #1  (3242),tyfq0001 - Ramstein Storage Annex Site #1 (tyfq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3243 - Santa Rosa Mini Mute Rbs Site 6 Site 1 (3243),tyfr0001 - Ramstein Air Base Site #1 (tyfr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3244 - San Miguel Radio Relay Annex Site #1  (3244),tyft0001 - Einsiedlerhof Maintenance Annex Site #1 (tyft0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3245 - Sasebo Anx Site 1 (3245),tyfu0001 - Kapaun Administration Annex Site #1 (tyfu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3246 - Saulston Annex Site 1 (3246),tymx0001 - Randolph Air Force Base Site #1 (tymx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3247 - Savannah ANG Communications Station Site #1  (3247),tymx0002 - Leased Data Assets (tymx0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3248 - Hunter ANG Station #2,   (3248)",tzmy0001 - Rattle Radio Relay Site #1 (tzmy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3249 - Red Bay Nexrad Weather Site 1 (3249),uauh0001 - Red River Space Surveillance Station (uauh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3250 - Saylor Creek Air Force Range Site 1 (3250),ubny0001 - Reese Air Force Base (ubny0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3251 - Red Dish Radio Relay Site 1 (3251),uctl0001 - Reno Tahoe International Airport Site #1 (uctl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3252 - Schenectady ANG Map Site #1  (3252),uebl0001 - Richards Gebaur Air Force Base (uebl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3253 - Schiphol Airport Administration Office Site #1  (3253),ufxs0001 - Rio Grande City Radar Site (ufxs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3255 - Scott AFB Site 1 (3255),ugqu0001 - Riverhead City Site (ugqu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3256 - Scott Ils Outer Marker Annex Site 1 (3256),uhhz0001 - Robins Air Force Base Site #1 (uhhz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3257 - Scott Radio Relay Annex Site 1 (3257),uhhz0002 - Lease Data Site For AFRC Facilities (uhhz0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3260 - Seburiyama Radio Relay Site, Site #1  (3260)",uldf0001 - Rome Laboratory Site #1 (uldf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3261 - Seeb Mpt Site  1 (3261),ulyb0001 - Rosecrans Map/139Ag Site #1 (ulyb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3262 - Seguin Air Force Auxiliary Field Site 1 (3262),ulyb0002 - Across Runway Site #2 (ulyb0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3263 - Selfridge ANGB Site #1  (3263),ulyb0003 - ATC Area Site #3 (ulyb0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3266 - Sepulveda National Guard Station Site #1  (3266),ulyb0004 - South Gate Site #4 (ulyb0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3267 - Seward Recreation Annex Site #1  (3267),ulyb0005 - East Lease CATM Site #5 (ulyb0005),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3268 - Seymour Johnson Air Force Base Site 1 (3268),ulyb0006 - East Lot Site #6 (ulyb0006),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3269 - Shaw Air Force Base Site 1 (3269),ulyb0007 - New Fire House Site #7 (ulyb0007),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3270 - Shaw Ils Approach Control Annex Site  1 (3270),ulyb0008 - Master Plan Site #8 (ulyb0008),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3271 - Shaw Middle Marker Annex Site  1 (3271),umlh0001 - Roslyn Air National Guard Station (umlh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3272 - Eareckson As Site #1  (3272),uncu0001 - Roveredo Storage Annex Site #1 (uncu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3274 - Sheppard Air Force Base Site #1  (3274),"unio0001 - Union Emitter Site, Site #1 (unio0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3275 - Sheppard Recreation Annex Site #1  (3275),unkd0001 - RAF Oakhanger Site #1 (unkd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3276 - Ship Shoal Island  (3276),upls0001 - Rydalch Radio Relay Site #1 (upls0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3277 - Siegenburg Air Range Site #1  (3277),upsv0001 - Tori Shima Air Range Site #1 (upsv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3278 - Silver Island Radio Relay Annex No 2 Site 1 (3278),uqgf0001 - Sagami Communications Station Site #1 (uqgf0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3279 - Sioux Gateway Apt (3279),uqhh0001 - Sagamore Hill Electronics Research Annex Site #1 (uqhh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3280 - Sivrihisar Air Base Site #1  (3280),useb0001 - Salt Lake City International Airport Site #1 (useb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3281 - Sky Harbor International Airport Site #1  (3281),"utra0001 - San Jose Radar Site, Site #1 (utra0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3282 - Slow Elk Hills Radio Relay Annex Site 1 (3282),uuuy0001 - San Vito Dei Normanni Air Station Site #1 (uuuy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3283 - Smoky Hill ANG Range Site #1  (3283),uvhb0001 - Sandem Radio Relay Annex Site #1 (uvhb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3284 - Snelling Small Arms Range Annex Site #1  (3284),uwcl0001 - Sanno Annex Site #1 (uwcl0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3285 - South Stockton Nexrad Weather Site, Site #1  (3285)",uwde0001 - Costa Mesa Air National Guard Station Site #1 (uwde0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3286 - South Portland ANG Station Site #1  (3286),"uwza0001 - Santa Rosa Mini-Mute Rbs Site #6, Site #1 (uwza0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3288 - South Spor Mtn Radio Relay Annex Site 1 (3288),uxpz0001 - San Miguel Radio Relay Annex Site #1 (uxpz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3295 - Sooner Drop Zone Training Annex Site 1 (3295),uyrd0001 - Sasebo Annex Site #1 (uyrd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3298 - Spangdahlem Site 1 (3298),uzjm0001 - Saulston Annex Site #1 (uzjm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3299 - Spangdahlem Waste Annex Site 1 (3299),uzxm0001 - Savannah ANG Communications Station Site #1 (uzxm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300 - Sparrevohn Long Range Radar Site, Site #1  (3300)",uzyj0001 - Hunter ANG Station#2 (uzyj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3303 - Spokane International Airport AGS Site #1  (3303),"vamt0001 - Red Bay Nexrad Weather Site, Site #1 (vamt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3304 - Spokane Family Housing Annex Site 1 (3304),vapm0001 - Saylor Creek Air Force Range Site #1 (vapm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3306 - Spring Creek Radio Relay Site 1 (3306),varn0001 - Red Dish Radio Relay Site #1 (varn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3307 - Springfield Beckley Site #1  (3307),vbdz0001 - Schenectady ANG Map Site #1 (vbdz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3308 - Wabasso Microwave Relay Annex Site #1  (3308),vbzr0001 - Schiphol Airport Administration Office Site #1 (vbzr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3309 - St. Croix ANG Station Site #1  (3309),vdyd0001 - Scott Air Force Base Site #1 (vdyd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3310 - St. George Missile Tracking Annex Site #1  (3310),vdyd0002 - Scott AFB St Elizabeths OBGYN Clinic (vdyd0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3311 - Louisville International Airport-Standiford Fl Site #1  (3311),vejr0001 - Scott ILS Outer Marker Annex Site #1 (vejr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3312 - Stanly County Airport Site #1  (3312),vejx0001 - Scott Radio Relay Annex Site #1 (vejx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3313 - Starvaggi Training Site, Site #1  (3313)","vgdm0001 - Seburiyama Radio Relay Site, Site #1 (vgdm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3316 - Stavanger Family Housing Site, Site #1  (3316)",vghv0001 - Seeb MPT Site #1 (vghv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3317 - Stewart International Airport Site #1  (3317),vgjt0001 - Seguin Air Force Auxiliary Field Site #1 (vgjt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3318 - Stockbridge Test Annex Site 1 (3318),vglz0001 - Selfridge ANGB Site #1 (vglz0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3319 - Wild Horse Radio Relay Annex No 1 Site 1 (3319),vhrj0001 - Sepulveda NGS Site #1 (vhrj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3320 - Sudbury Electronic Research Annex Site #1  (3320),vjga0001 - Seward Recreation Annex Site #1 (vjga0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3321 - Suelm Annex Site 1 (3321),vkag0001 - Seymour Johnson Air Force BS Site #1 (vkag0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3322 - Francis S. Gabreski Airport Site #1  (3322),vlsb0001 - Shaw Air Force Base Site #1 (vlsb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3323 - Sumatra Missile Tracking Annex Site #1  (3323),vlsc0001 - Shaw ILS Approach Control Annex Site #1 (vlsc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3324 - Summerall Tacan Annex Site #1  (3324),vlsh0001 - Shaw Middle Marker Annex Site #1 (vlsh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3325 - Summerfield Family Housing Site #1  (3325),vnmh0001 - Eareckson AS Site #1 (vnmh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3326 - Summerton Mini Mute Sha4 Site 1 (3326),vnvp0001 - Sheppard Air Force Base Site #1 (vnvp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3327 - Sundance Site 1 (3327),vpfp0001 - Sheppard Recreation Annex Site #1 (vpfp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3328 - Waynesboro Mini Mute Radar Bomb Scoring Site Site  1 (3328),vpxb0001 - Ship Shoal Island (vpxb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3329 - Onizuka Site #1  (3329),vrdp0001 - Siegenburg Air Range Site #1 (vrdp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3330 - Suwon Air Base Site 1 (3330),"vrxa0001 - Silver Island Radio Relay Annex #1, Site #1 (vrxa0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3331 - Swassy Radio Relay Annex Site 1 (3331),"vrxb0001 - Silver Island Radio Relay Annex #2, Site #1 (vrxb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3333 - Sydney Air Terminal Site 1 (3333),vssb0001 - Sioux Gateway Apt (vssb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3334 - Taegu Air Base Site 1 (3334),vssb0002 - Sioux Gateway Apt (vssb0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3335 - Tama Service Annex Site 1 (3335),vssb0003 - Sioux Gateway Apt (vssb0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3336 - Tatalina Long Range Radar Site, Site #1  (3336)",vtbv0001 - Sivrihisar Air Base Site #1 (vtbv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3337 - The Farish Memorial Recreational Annex Site #1  (3337),vtnb0001 - Sky Harbor International Airport Site #1 (vtnb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3338 - Thomas Heights Radio Relay Annex Site 1 (3338),vtwy0001 - Slow Elk Hills Radio Relay Annex Site #1 (vtwy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3339 - Thule Air Base Site #1  (3339),vubv0001 - Smoky Hill ANG Range Site #1 (vubv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3340 - Ti-Co Airport Weather Annex Site #1  (3340),vukh0001 - Snelling Small Arms Range Annex Site #1 (vukh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3341 - Tin City Long Range Radar Site, Site #1  (3341)","vvpn0001 - South Stockton Nexrad Weather Site, Site #1 (vvpn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3342 - Tinker Air Force Base Site #1  (3342),vvrk0001 - South Portland ANG Station Site #1 (vvrk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3343 - Tinker Ils Middle Marker Annex Site #1  (3343),vvvt0001 - South Spor Mtn Radio Relay Annex Site #1 (vvvt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3344 - Tokorozawa Transmitter Site Site 1 (3344),vxqb0001 - Sooner Drop Zone Training Annex Site #1 (vxqb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3345 - Toledo/Exp Aprt Site #1  (3345),vyhk0001 - Spangdahlem Site #1 (vyhk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3346 - Tonopah AFS Z164, Site #1  (3346)",vyhx0001 - Spangdahlem Waste Annex Site #1 (vyhx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3347 - Tonopah Auxiliary Airfield Annex Site #1  (3347),"vylk0001 - Sparrevohn Long Range Radar Site, Site #1 (vylk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3348 - Tonopah Auxiliary Airfield Annex #2, Site #1  (3348)",vzbt0001 - Spokane International Airport AGS Site #1 (vzbt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3349 - Tonopah Auxiliary Airfield Annex #1, Site #1  (3349)",vzck0001 - Fairchild AFB Spokane Family Housing Annex Site 1 (vzck0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3351 - Travis AFB Site 1 (3351),vzju0001 - Spring Creek Radio Relay Site #1 (vzju0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3352 - Travis Dock Annex Site 1 (3352),waar0001 - Springfield Beckley Site #1 (waar0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3353 - Travis Ils Middle Marker Annex Site 1 (3353),waar0002 - Springfield Beckley Site #2 (waar0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3354 - Travis Ils Outer Marker Annex Site 1 (3354),wabk0001 - Wabasso Microwave Relay Annex Site #1 (wabk0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3356 - Travis Water System Annex No 1 Site 1 (3356),wbga0001 - St Croix ANG Station Site #1 (wbga0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3357 - Travis Water System Annex No 2 Site 1 (3357),wbpa0001 - St George Missile Tracking Annex Site #1 (wbpa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3358 - Savannah/Hilton Head International Airport Site #1  (3358),weas0001 - Louisville International Airport-Standiford FL Site #1 (weas0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3359 - Truaxangbase Site #1  (3359),weas0002 - Louisville International Airport-Standiford FL Site #2 (weas0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3360 - Truax Tacan Annex Site #1  (3360),wefm0001 - Stanly County Airport Site #1 (wefm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3362 - Tsushima Communication Station Site #1  (3362),"wfaz0001 - Starvaggi Training Site, Site #1 (wfaz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3363 - Tucson International Airport Arz Site #1  (3363),wfge0002 - State College AGS Site #2 (wfge0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3364 - Tulelake Radar Site, Site #1  (3364)","wfqu0001 - Stavanger Family Housing Site, Site #1 (wfqu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3365 - Tulsa International Airport Site #1  (3365),whay0001 - Stewart International Airport Site #1 (whay0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3366 - Tyndall Air Force Base Site #1  (3366),whxp0001 - Stockbridge Test Annex Site #1 (whxp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3367 - Usaf Academy Auxiliary Airfield Site #1  (3367),"wjav0001 - Wild Horse Radio Relay Annex #1, Site #1 (wjav0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3368 - Usaf Academy Site #1  (3368),wkqg0001 - Sudbury Electronic Research Annex Site #1 (wkqg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3369 - Utah Peak Radio Relay Annex Site 1 (3369),wksp0001 - Suelm Annex Site #1 (wksp0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3370 - Utah Test And Training Range South Ut Site 1 (3370),wkvb0001 - Francis S. Gabreski Airport Site #1 (wkvb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3371 - Uttr North Site 1 (3371),wkvb0002 - Francis S. Gabreski POL Site #2 (wkvb0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3372 - Utah Test And Training Range South Nv Site 1 (3372),wkvb0003 - Francis S. Gabreski TACAN Site #3 (wkvb0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3373 - Utica Radar Site Site 1 (3373),wkvb0004 - Francis S. Gabreski Munitions Site #4 (wkvb0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3375 - Vance Air Force Base Site #1  (3375),wkvb0005 - Francis S. Gabreski Glideslope Site #5 (wkvb0005),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3376 - Vandenberg Main Base Site #1  (3376),wkvb0006 - Francis S. Gabreski ILS Site #6 (wkvb0006),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3377 - Vandenberg Village Xmtr Site, Site #1  (3377)",wlts0001 - Sumatra Missile Tracking Annex Site #1 (wlts0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3378 - Vandenberg S Ynez Pk Mtk04, Site #1  (3378)",wluh0001 - Summerall Tacan Annex Site #1 (wluh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3379 - Vandenberg Pt Concept Mtk01, Site #1  (3379)",wlvu0001 - Summerfield Family Housing Site #1 (wlvu0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3380 - Vandenberg Anderson Pk Mtk02, Site #1  (3380)",wmcr0001 - Summerton Mini Mute (wmcr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3381 - Vandenberg Pt Arguello Mtk03, Site #1  (3381)","wmjp0001 - Sundance Site, Site #1 (wmjp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3382 - Vandenberg Oak Mt Annex Ww Site #1  (3382),"wmmr0001 - Waynesboro Mini Mute Radar Bomb Scoring Site, Site #1 (wmmr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3383 - Vandenberg Water Wells,Fci Site #1  (3383)",wmsj0001 - Onizuka Site #1 (wmsj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3384 - Vandenberg Oak Mt Site #1  (3384),wnhq0001 - Suwon Air Base Site #1 (wnhq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3385 - Vandenberg Weather Annex Site #1  (3385),wnqg0001 - Swassy Radio Relay Annex Site #1 (wnqg0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3386 - Verona Defense Fuel Support Point Site 1 (3386),wpam0001 - Sydney Air Terminal Site #1 (wpam0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3387 - Verona Test Annex Site 1 (3387),wpzq0001 - Taegu Air Base Site #1 (wpzq0001),,,
