areaSizeUom,buildingCondition,buildingConditionIndex,buildingCustodialType,buildingOpStatus,country,dataCollection,elevationUom,facilityConditionCode,facilityGrossSqFtUom,flexFieldYn,hasGiantVoice,hasMassNotificationDevice,heightMaxUom,installationId,installationName,isHeritageAsset,isRealProperty,majorCommand,missionDependencyIndex,owner,perimeterSizeUom,roadPostDirectional,roadPrefixDirectional,rpInterest,rpaConstructionType,rpaType,rpsuid,siteId,stateName,verticalDatumType,visitorMapName
,,,,,,,,,,,,,,,,,,,,,,,,,,,189864,ghwf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,189865,ghwg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,ghwh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,ghwj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190011,ghwk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190018,ghwl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,ghwm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190143,ghwn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190171,ghwp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190173,ghwq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190174,ghwr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190176,ghws0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190177,ghwt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190178,ghwu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190180,ghwv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190181,ghww0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190188,ghwx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190189,ghwy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190193,ghwz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190194,ghxa0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190195,ghxb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190196,ghxc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190197,ghxd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190198,ghxe0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1902,ghxf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190202,ghxg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190204,ghxh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,ghxj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,ghxk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,ghxl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190575,ghxm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1906,ghxn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,ghxp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,ghxq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,ghxr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,190946,ghxs0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,ghxt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191041,ghxu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191044,ghxv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191045,ghxw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191049,ghxx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191050,ghxy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191053,ghxz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191073,ghya0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191075,ghyb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191097,ghyc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191098,ghyd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191099,ghye0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,ghyf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191100,ghyg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191101,ghyh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1912,ghyj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191262,ghyk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1913,ghyl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191382,ghym0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191383,ghyn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191384,ghyp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1914,ghyq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191459,ghyr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,ghys0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191552,ghyt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191555,ghyu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191557,ghyv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,ghyw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,ghyx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191798,ghyy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,ghyz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191818,ghza0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,ghzb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,191936,ghzc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,ghzd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192090,ghze0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1921,ghzf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192187,ghzg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,ghzh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1923,ghzj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192335,ghzk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192386,ghzl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1924,ghzm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192420,ghzn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192421,ghzp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192422,ghzq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192423,ghzr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192424,ghzs0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,ghzt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192505,ghzu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192506,ghzv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,ghzw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1927,ghzx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,ghzy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,ghzz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,192948,gjaa0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,gjab0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,193069,gjac0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,gjad0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,gjkz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1933,gjlk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,gjls0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,gjnb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,gjyc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,gkal0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,gkap0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,gkau0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,gkaw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,gkax0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,gkvb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,gkvb0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,glen0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,glka0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,gmms0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,gpls0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,grae0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,grbf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,grcl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,grnd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1952,grnf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,grnh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1954,gsly0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,gtcc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,guqe0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,guqe0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,gwmd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1959,gxtn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,gxvn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,gyhq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,gyht0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,gzpz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,gzqj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,haaw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,haaw0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,hayw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,hayw0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,hayw0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,hdfm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,hekp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,hekr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,hemt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,hemt0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,herm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,hert0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,hevt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,hfha0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,hfvv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,hgsk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,hhek0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,hjzh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,hkrz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,hkrz0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,hkwm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,hkwn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,hlbc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,hmdf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,hmfp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,hnsh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,hpzw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,hskd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,htqx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,htuv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,htuv0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,htuv0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,htuv0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,husa0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,huua0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,huuc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,hvga0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,hwqj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,hxcz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,hxde0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,jasr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,jbca0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,jbcb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,jbcc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,jbce0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,jbcg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,jbci0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,jbcs0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,jbcy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,jbsa0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,jbsc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,jbsf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,jbsg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,jcca0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,jcgu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,jcgu0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,jcgu0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,jcgu0005,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,jcuu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,jcvj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,jdjp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,jeag0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,jeat0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2028,jebx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2029,jenk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,jfhc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2031,jfsd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2032,jfse0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,jgap0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,jgar0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,jhjm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2036,jjae0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2037,jjjx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2038,jjjy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2039,jkse0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,jkse0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2041,jlqn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2042,jlsq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2043,jlsq0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2044,jlss0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,jlws0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2046,jmax0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2047,jpbt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,jpwq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2049,jrez0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,jrqu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,jrvp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2053,jtve0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2054,jtve0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2055,jtve0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,jtve0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,jtve0005,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2059,jtve0006,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,jtve0007,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,jtve0008,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,jtxp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2063,jubj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,jubj0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,jxpj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2066,kabd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2067,kacg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,kaff0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,kell0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2072,kell0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2073,kgla0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,khgm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2075,khkk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2076,khyb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2077,kjaq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2078,kjaq0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,kjaq0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2082,kjaq0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,kjaq0005,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2085,kjaq0007,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,kjaq0008,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2088,kjaq0009,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2089,kjgw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,kkga0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,klza0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2092,krsm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2094,krsm0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,kscc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2096,kwbm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2097,kwrd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,kwrd0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,kwrd0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,210,kyat0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,kyjl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,kyjm0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2102,lakt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2103,lanx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2104,laut0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2105,ldcc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2106,ldsa0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2107,ldsb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2108,ldxf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,ldxf0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,lefd0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2112,lggk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,ljas0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2114,ljat0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2117,ljyc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2118,lklw0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2119,lklw0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,lklw0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,lklw0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2122,lklw0005,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,lklw0006,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,lkrc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2127,lkre0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2129,lktc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,213,lnpr0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2130,lnxz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,lqzn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2132,lrfn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2133,lrkc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2134,lrmk0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2135,lrpx0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,lrwp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,lrxq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2138,lrxq0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2304,lsbc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,lsga0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,ltut0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2310,ltuy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,ltwc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2312,ltwl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2313,luaj0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2314,luck0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2315,luxc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2316,luxc0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2317,luxc0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,lvph0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2319,lwad0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2320,lwbn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,lwen0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2324,lwrc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,lwtc0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2326,lxex0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2329,lxez0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2331,lxez0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,lxfb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2333,lxhy0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2334,lxpp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2336,lxpq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2337,lxqn0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,lxth0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,lxua0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,lybh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,lzcb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,mabe0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,mags0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,mahg0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,mahg0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2353,mani0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,mapl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,mawu0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2359,maya0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,mbeb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2361,mbej0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,mbmv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2364,mbmv0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2365,mbmv0003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2366,mbmv0004,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2367,mbpb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2368,mclq0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2369,mcxe0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,mdgp0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,mdlh0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2372,mdvl0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,mepz0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,mfjf0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,mgjt0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,mhl20001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,mhl30001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2382,mhl40001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2383,mhmv0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,mhmv0002,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,mjqb0001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,mkpp0001,,,
