Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3105 - Offutt Comm Annex No 3  Globecom Site 1,3105,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3106 - Offutt Family Housing Annex Site 1,3106,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3107 - Offutt Ils Middle Marker Annex Site 1,3107,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3108 - Offutt Tacan Annex Site 1,3108,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3109 - Tinker Support Annex Site #1 ,3109,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3110 - Tinker Training Annex Site #1 ,3110,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3111 - Okuma Recreation Anx Site 1,3111,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3112 - Olanta Mini Mute Sha1 Site 1,3112,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3113 - Columbus Auxiliary Airfield Site 1,3113,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3114 - Oliktok Long Range Radar Site, Site #1 ",3114,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3115 - Harrisburg International Airportang Site #1 ,3115,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3117 - Orange ANG Communication Station Site #1 ,3117,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3119 - Oro Delrey Mine Radio Relay Site 1,3119,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3120 - Orsago Radio Beacon Annex Site 1,3120,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3121 - Silver Mountain Recreation Annex Site 1,3121,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3122 - Osan Site 1,3122,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3123 - Osan Ni Ammunition Storage Annex Site 1,3123,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3124 - Seminole Ranch Site #1 ,3124,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3125 - Oslo Administration Office Site #1 ,3125,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3126 - Snyder Electronic Scoring Site 1,3126,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3127 - South Plympton Ridge Radio Relay Annex Site 1,3127,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3128 - Otis ANG Base Site #1 ,3128,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3129 - Otis Ils Outer Marker Annex Site #1 ,3129,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3130 - Ots Training Annex Site #1 ,3130,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3131 - Owada Communications Station Site 1,3131,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3132 - Ozol Defense Fuel Support Point Site 1,3132,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3133 - Stuart Microwave Relay Annex Site #1 ,3133,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3134 - Paine Field ANG Station Site #1 ,3134,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3135 - Palehua AF Solar Ob Rsc Site, Site #1 ",3135,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3136 - Dare County Range Site 1,3136,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3137 - Stavanger Admin Office Site #1 ,3137,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3138 - Panama City Radio Relay Annex D 1B Site 1,3138,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3139 - Silver Lake Space Surveillance Station ,3139,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3140 - So Weber Environmental Restoration Annex Site 1,3140,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3141 - Ba Emitter Site Site 1,3141,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3142 - Paso Robles Radar Site #1 ,3142,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3143 - Patrick Site #1 ,3143,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3144 - Pease ANGB Newhampshire Site #1 ,3144,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3147 - Taesosan Comm Site, Site #1 ",3147,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3148 - Peterson Air Force Base Site #1 ,3148,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3149 - Alpena Co Reg Apt Site #1 ,3149,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3150 - Tennyson Drop Zone Site 1,3150,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3151 - Papago ANG Station Site #1 ,3151,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3153 - Pillar Point AFS Site #1 ,3153,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3154 - Pillar Point Scarper Peak Site #1 ,3154,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3155 - Pismire Radio Relay Site 1,3155,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3156 - Plattsburg Air Force Base Site #1 ,3156,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3157 - Plattsburgh Annex #1, Site #1 ",3157,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3158 - Plattsburgh Annex #2,  Site #1 ",3158,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3160 - Plattsburgh Ils Middle Marker Annex Site #1 ,3160,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3161 - Plattsburgh Tacan Annex Site #1 ,3161,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3162 - Plumbrook Station Site #1 ,3162,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3163 - Plympton Ridge Radio Relay Annex Site 1,3163,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3164 - Poinsett Electronic Combat Range Site 1,3164,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3165 - Point Arena Air Force Station Site 1,3165,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3166 - Point Arena Communication Facility Annex Site 1,3166,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3167 - Point Arena Water System Annex Site 1,3167,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3168 - Point Barrow Long Range Radar Site, Site #1 ",3168,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3169 - Point Lay Long Range Radar Site, Site #1 ",3169,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3170 - Punta Borinquen Radar Site, Site #1 ",3170,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3171 - Pony Radio Relay Annex Site 1,3171,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3179 - Port Canaveral Cable Terminal Annex Site #1 ,3179,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3180 - Port Heiden Radio Relay Site, Site #1 ",3180,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3182 - Portella Nova Radar Annex Site 1,3182,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3183 - Portland International Airport ANG ,3183,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3184 - Potrero Hills Storage Annex Site 1,3184,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3185 - Tres Esquinas Site #1 ,3185,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3186 - Praia Da Victoria Dock Annex Site 1,3186,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3187 - Praia Da Victoria Fuel Storage Annex Site 1,3187,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3188 - Tosohatchee State Preserve Aldf Site #1 ,3188,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3189 - Tattnall Space Surveillance Station ,3189,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3190 - Air Force Plant 42, Site #1 ",3190,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3192 - Tularosa Rams,3192,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3193 - Tule Valley Radio Relay Annex Site 1,3193,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3196 - Luis Munoz Marin International Airport Site #1 ,3196,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3197 - Punamano Air Force Station Site #1 ,3197,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3198 - Punta Salinas Radar Site, Site #1 ",3198,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3199 - Twin Mountain Radio Relay Annex Site 1,3199,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3200 - Quonset State Airport Site #1 ,3200,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3201 - RAF Ely Famly Housing Annex Site #1 ,3201,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3202 - RAF Brampton Family Housing Annex Site #1 ,3202,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3203 - RAF Upwood Site #1 ,3203,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3204 - Ramey AF Solar Observatory Research Site, Site #1 ",3204,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3205 - Ramstein Storage Annex Site 1,3205,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3206 - Ramstein Air Base Site 1,3206,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3207 - Einsiedlerhof Maintenance Annex Site 1,3207,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3208 - Kapaun Administration Anx Site 1,3208,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3209 - Randolph Air Force Base Site 1,3209,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3210 - Rattle Radio Relay Site 1,3210,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3211 - Red River Space Surveillance Station ,3211,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3216 - Rio Grande City Radar Site,3216,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3218 - Riverhead City Site ,3218,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3219 - Robins Air Force Base Site 1,3219,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3220 - Rome Laboratory Site 1,3220,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3222 - Rosecrans Map/139Ag Site #1 ,3222,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3224 - Roveredo Storage Annex Site #1 ,3224,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3225 - Union Emitter Site 1,3225,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3226 - RAF Oakhanger Site #1 ,3226,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3227 - Rydalch Radio Relay Site 1,3227,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3228 - Tori Shima Air Range Site 1,3228,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3231 - Sagami Communications Station Site 1,3231,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3232 - Sagamore Hill Electronics Research Annex Site 1,3232,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3234 - Salt Lake City International Airport Site #1 ,3234,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3236 - San Jose Radar Site, Site #1 ",3236,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3239 - San Vito Dei Normanni Air Station Site 1,3239,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3240 - Sandem Radio Relay Annex Site 1,3240,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3241 - Sanno Annex Site 1,3241,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3242 - Costa Mesa Air National Guard Station Site #1 ,3242,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3243 - Santa Rosa Mini Mute Rbs Site 6 Site 1,3243,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3244 - San Miguel Radio Relay Annex Site #1 ,3244,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3245 - Sasebo Anx Site 1,3245,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3246 - Saulston Annex Site 1,3246,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3247 - Savannah ANG Communications Station Site #1 ,3247,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3248 - Hunter ANG Station #2,  ",3248,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3249 - Red Bay Nexrad Weather Site 1,3249,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3250 - Saylor Creek Air Force Range Site 1,3250,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3251 - Red Dish Radio Relay Site 1,3251,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3252 - Schenectady ANG Map Site #1 ,3252,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3253 - Schiphol Airport Administration Office Site #1 ,3253,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3255 - Scott AFB Site 1,3255,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3256 - Scott Ils Outer Marker Annex Site 1,3256,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3257 - Scott Radio Relay Annex Site 1,3257,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3260 - Seburiyama Radio Relay Site, Site #1 ",3260,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3261 - Seeb Mpt Site  1,3261,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3262 - Seguin Air Force Auxiliary Field Site 1,3262,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3263 - Selfridge ANGB Site #1 ,3263,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3266 - Sepulveda National Guard Station Site #1 ,3266,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3267 - Seward Recreation Annex Site #1 ,3267,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3268 - Seymour Johnson Air Force Base Site 1,3268,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3269 - Shaw Air Force Base Site 1,3269,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3270 - Shaw Ils Approach Control Annex Site  1,3270,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3271 - Shaw Middle Marker Annex Site  1,3271,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3272 - Eareckson As Site #1 ,3272,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3274 - Sheppard Air Force Base Site #1 ,3274,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3275 - Sheppard Recreation Annex Site #1 ,3275,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3276 - Ship Shoal Island ,3276,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3277 - Siegenburg Air Range Site #1 ,3277,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3278 - Silver Island Radio Relay Annex No 2 Site 1,3278,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3279 - Sioux Gateway Apt,3279,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3280 - Sivrihisar Air Base Site #1 ,3280,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3281 - Sky Harbor International Airport Site #1 ,3281,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3282 - Slow Elk Hills Radio Relay Annex Site 1,3282,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3283 - Smoky Hill ANG Range Site #1 ,3283,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3284 - Snelling Small Arms Range Annex Site #1 ,3284,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3285 - South Stockton Nexrad Weather Site, Site #1 ",3285,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3286 - South Portland ANG Station Site #1 ,3286,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3288 - South Spor Mtn Radio Relay Annex Site 1,3288,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3295 - Sooner Drop Zone Training Annex Site 1,3295,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3298 - Spangdahlem Site 1,3298,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3299 - Spangdahlem Waste Annex Site 1,3299,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3300 - Sparrevohn Long Range Radar Site, Site #1 ",3300,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3303 - Spokane International Airport AGS Site #1 ,3303,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3304 - Spokane Family Housing Annex Site 1,3304,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3306 - Spring Creek Radio Relay Site 1,3306,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3307 - Springfield Beckley Site #1 ,3307,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3308 - Wabasso Microwave Relay Annex Site #1 ,3308,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3309 - St. Croix ANG Station Site #1 ,3309,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3310 - St. George Missile Tracking Annex Site #1 ,3310,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3311 - Louisville International Airport-Standiford Fl Site #1 ,3311,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3312 - Stanly County Airport Site #1 ,3312,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3313 - Starvaggi Training Site, Site #1 ",3313,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3316 - Stavanger Family Housing Site, Site #1 ",3316,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3317 - Stewart International Airport Site #1 ,3317,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3318 - Stockbridge Test Annex Site 1,3318,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3319 - Wild Horse Radio Relay Annex No 1 Site 1,3319,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3320 - Sudbury Electronic Research Annex Site #1 ,3320,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3321 - Suelm Annex Site 1,3321,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3322 - Francis S. Gabreski Airport Site #1 ,3322,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3323 - Sumatra Missile Tracking Annex Site #1 ,3323,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3324 - Summerall Tacan Annex Site #1 ,3324,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3325 - Summerfield Family Housing Site #1 ,3325,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3326 - Summerton Mini Mute Sha4 Site 1,3326,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3327 - Sundance Site 1,3327,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3328 - Waynesboro Mini Mute Radar Bomb Scoring Site Site  1,3328,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3329 - Onizuka Site #1 ,3329,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3330 - Suwon Air Base Site 1,3330,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3331 - Swassy Radio Relay Annex Site 1,3331,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3333 - Sydney Air Terminal Site 1,3333,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3334 - Taegu Air Base Site 1,3334,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3335 - Tama Service Annex Site 1,3335,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3336 - Tatalina Long Range Radar Site, Site #1 ",3336,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3337 - The Farish Memorial Recreational Annex Site #1 ,3337,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3338 - Thomas Heights Radio Relay Annex Site 1,3338,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3339 - Thule Air Base Site #1 ,3339,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3340 - Ti-Co Airport Weather Annex Site #1 ,3340,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3341 - Tin City Long Range Radar Site, Site #1 ",3341,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3342 - Tinker Air Force Base Site #1 ,3342,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3343 - Tinker Ils Middle Marker Annex Site #1 ,3343,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3344 - Tokorozawa Transmitter Site Site 1,3344,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3345 - Toledo/Exp Aprt Site #1 ,3345,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3346 - Tonopah AFS Z164, Site #1 ",3346,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3347 - Tonopah Auxiliary Airfield Annex Site #1 ,3347,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3348 - Tonopah Auxiliary Airfield Annex #2, Site #1 ",3348,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3349 - Tonopah Auxiliary Airfield Annex #1, Site #1 ",3349,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3351 - Travis AFB Site 1,3351,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3352 - Travis Dock Annex Site 1,3352,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3353 - Travis Ils Middle Marker Annex Site 1,3353,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3354 - Travis Ils Outer Marker Annex Site 1,3354,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3356 - Travis Water System Annex No 1 Site 1,3356,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3357 - Travis Water System Annex No 2 Site 1,3357,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3358 - Savannah/Hilton Head International Airport Site #1 ,3358,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3359 - Truaxangbase Site #1 ,3359,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3360 - Truax Tacan Annex Site #1 ,3360,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3362 - Tsushima Communication Station Site #1 ,3362,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3363 - Tucson International Airport Arz Site #1 ,3363,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3364 - Tulelake Radar Site, Site #1 ",3364,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3365 - Tulsa International Airport Site #1 ,3365,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3366 - Tyndall Air Force Base Site #1 ,3366,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3367 - Usaf Academy Auxiliary Airfield Site #1 ,3367,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3368 - Usaf Academy Site #1 ,3368,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3369 - Utah Peak Radio Relay Annex Site 1,3369,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3370 - Utah Test And Training Range South Ut Site 1,3370,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3371 - Uttr North Site 1,3371,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3372 - Utah Test And Training Range South Nv Site 1,3372,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3373 - Utica Radar Site Site 1,3373,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3375 - Vance Air Force Base Site #1 ,3375,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3376 - Vandenberg Main Base Site #1 ,3376,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3377 - Vandenberg Village Xmtr Site, Site #1 ",3377,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3378 - Vandenberg S Ynez Pk Mtk04, Site #1 ",3378,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3379 - Vandenberg Pt Concept Mtk01, Site #1 ",3379,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3380 - Vandenberg Anderson Pk Mtk02, Site #1 ",3380,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3381 - Vandenberg Pt Arguello Mtk03, Site #1 ",3381,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3382 - Vandenberg Oak Mt Annex Ww Site #1 ,3382,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,"3383 - Vandenberg Water Wells,Fci Site #1 ",3383,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3384 - Vandenberg Oak Mt Site #1 ,3384,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3385 - Vandenberg Weather Annex Site #1 ,3385,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3386 - Verona Defense Fuel Support Point Site 1,3386,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3387 - Verona Test Annex Site 1,3387,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3391 - Vigonovo Storage Annex Site #1 ,3391,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3392 - Villa Nova Globecom Annex Site 1,3392,,
rpsuid,Real Property Site Unique Identifier,CodedValue,Rpsuid,3393 - Villa Nova Water Well No 6 Site 1,3393,,
