Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
dataCollection,Data Collection,CodedValue,CollectionMethod,Unknown,unknown,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Astronomic Unit,astronomicUnit,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Centimeter,centimetre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Data Mile,dataMile,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Decafoot,decafoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Decakilometer,decakilometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Decameter,decametre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Decifoot,decifoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Decimeter,decimetre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Deci-Nautical Mile,deciNauticalMile,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Fathom,fathom,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Half Foot,halfFoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Half Hectometer,halfHectometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Half Meter,halfMetre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Hectofoot,hectofoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Hectokilometer,hectokilometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Hectometer,hectometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Inch,inch,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,International Foot,internationalFoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Kilofoot,kilofoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Kilometer,kilometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Kiloyard,kiloyard,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Meter,metre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Micrometer,micrometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Millimeter,millimetre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Not Applicable,na,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Nanometer,nanometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Nautical Mile,nauticalMile,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Picometer,picometre,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Statute Mile,statuteMile,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,To Be Determined,tbd,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,US Survey Foot,usSurveyFoot,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,US Survey Mile,usSurveyMile,,
elevationUom,Elevation Unit of Measure,CodedValue,GsipLengthUom,Yard,yard,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Usable Class A,1usableclassA,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Usable Class B,2usableclassB,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Forced Use,3forcedUse,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Sterile,4sterile,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Committed to Congress,5committedtoCongress,,
facilityConditionCode,Facility Condition Code,CodedValue,FacilityConditionCode,Disposal Approved,6disposalApproved,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Acre,acre,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Hectare,hectare,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Centimeter,squareCentimeter,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Decameter,squareDecameter,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Decimeter,squareDecimeter,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Foot,squareFoot,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Inch,squareInch,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Kilometer,squareKilometer,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Meter,squareMeter,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Millimeter,squareMillimeter,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Nautical Mile,squareNauticalMile,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Statue Mile,squareStatuteMile,,
facilityGrossSqFtUom,Facility Gross Sq Ft UOM,CodedValue,GsipAreaUom,Square Yard,squareYard,,
flexFieldYn,Flex Field Boolean,CodedValue,sdsYesOrNo,Yes,yes,,
flexFieldYn,Flex Field Boolean,CodedValue,sdsYesOrNo,No,no,,
flexFieldYn,Flex Field Boolean,CodedValue,sdsYesOrNo,To Be Determined,tbd,,
hasGiantVoice,Has Giant Voice,CodedValue,sdsYesOrNo,Yes,yes,,
hasGiantVoice,Has Giant Voice,CodedValue,sdsYesOrNo,No,no,,
hasGiantVoice,Has Giant Voice,CodedValue,sdsYesOrNo,To Be Determined,tbd,,
hasMassNotificationDevice,has Mass Notification Device,CodedValue,sdsYesOrNo,Yes,yes,,
hasMassNotificationDevice,has Mass Notification Device,CodedValue,sdsYesOrNo,No,no,,
hasMassNotificationDevice,has Mass Notification Device,CodedValue,sdsYesOrNo,To Be Determined,tbd,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Astronomic Unit,astronomicUnit,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Centimeter,centimetre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Data Mile,dataMile,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Decafoot,decafoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Decakilometer,decakilometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Decameter,decametre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Decifoot,decifoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Decimeter,decimetre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Deci-Nautical Mile,deciNauticalMile,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Fathom,fathom,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Half Foot,halfFoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Half Hectometer,halfHectometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Half Meter,halfMetre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Hectofoot,hectofoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Hectokilometer,hectokilometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Hectometer,hectometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Inch,inch,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,International Foot,internationalFoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Kilofoot,kilofoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Kilometer,kilometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Kiloyard,kiloyard,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Meter,metre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Micrometer,micrometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Millimeter,millimetre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Not Applicable,na,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Nanometer,nanometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Nautical Mile,nauticalMile,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Picometer,picometre,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Statute Mile,statuteMile,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,To Be Determined,tbd,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,US Survey Foot,usSurveyFoot,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,US Survey Mile,usSurveyMile,,
heightMaxUom,Height Max Uom,CodedValue,GsipLengthUom,Yard,yard,,
installationId,Installation Identifier,CodedValue,InstallationId,aawz - ACC AMIC,aawz,,
installationId,Installation Identifier,CodedValue,InstallationId,abaa - Abston ANGS,abaa,,
installationId,Installation Identifier,CodedValue,InstallationId,acjp - Los Angeles AFB,acjp,,
installationId,Installation Identifier,CodedValue,InstallationId,aedy - RAF Alconbury,aedy,,
installationId,Installation Identifier,CodedValue,InstallationId,aggn - Altus AFB,aggn,,
installationId,Installation Identifier,CodedValue,InstallationId,ajjy - Andersen AFB,ajjy,,
installationId,Installation Identifier,CodedValue,InstallationId,"ajka - Andersen AFB, Santa Rosa Parcel C",ajka,,
installationId,Installation Identifier,CodedValue,InstallationId,"ajke - Andersen AFB, Barrigada",ajke,,
installationId,Installation Identifier,CodedValue,InstallationId,ajxf - JB Andrews,ajxf,,
installationId,Installation Identifier,CodedValue,InstallationId,anjd - Arkabutla Lake ANG Training Annex,anjd,,
installationId,Installation Identifier,CodedValue,InstallationId,anyg - AF Research Laboratory Mesa (BRAC),anyg,,
installationId,Installation Identifier,CodedValue,InstallationId,anzy - Arnold AFB,anzy,,
installationId,Installation Identifier,CodedValue,InstallationId,aqrc - Atlantic City International Airport AGS,aqrc,,
installationId,Installation Identifier,CodedValue,InstallationId,ashe - Aviano AB,ashe,,
installationId,Installation Identifier,CodedValue,InstallationId,atqz - Fort Wayne International Airport AGS,atqz,,
installationId,Installation Identifier,CodedValue,InstallationId,awub - Barksdale AFB,awub,,
installationId,Installation Identifier,CodedValue,InstallationId,axqd - Barnes Municipal Airport AGS,axqd,,
installationId,Installation Identifier,CodedValue,InstallationId,baal - Kalaeloa ANG,baal,,
installationId,Installation Identifier,CodedValue,InstallationId,baam - Barking Sands Naval Comm Station ANG,baam,,
installationId,Installation Identifier,CodedValue,InstallationId,baey - Beale AFB,baey,,
installationId,Installation Identifier,CodedValue,InstallationId,bjhz - Bergstrom AFB (BRAC),bjhz,,
installationId,Installation Identifier,CodedValue,InstallationId,bktz - Nashville International Airport AGS,bktz,,
installationId,Installation Identifier,CodedValue,InstallationId,brkr - Sumpter Smith ANGB (Birmingham IAP),brkr,,
installationId,Installation Identifier,CodedValue,InstallationId,bvgm - Blue Ash ANGS,bvgm,,
installationId,Installation Identifier,CodedValue,InstallationId,bwkr - Eaker AFB (BRAC),bwkr,,
installationId,Installation Identifier,CodedValue,InstallationId,bxrh - Boise Air Terminal (Gowen Field) AGS,bxrh,,
installationId,Installation Identifier,CodedValue,InstallationId,bxur - JB Anacostia-Bolling,bxur,,
installationId,Installation Identifier,CodedValue,InstallationId,cekt - Bradley International Airport AGS,cekt,,
installationId,Installation Identifier,CodedValue,InstallationId,cnbc - Brooks City Base (BRAC),cnbc,,
installationId,Installation Identifier,CodedValue,InstallationId,crll - Buechel AB,crll,,
installationId,Installation Identifier,CodedValue,InstallationId,crwu - Buckley AFB,crwu,,
installationId,Installation Identifier,CodedValue,InstallationId,ctgb - Grissom ARB,ctgb,,
installationId,Installation Identifier,CodedValue,InstallationId,ctgc - Grissom ARB (BRAC),ctgc,,
installationId,Installation Identifier,CodedValue,InstallationId,curz - Burlington International Airport AGS,curz,,
installationId,Installation Identifier,CodedValue,InstallationId,cvvm - Richmond International Airport-Byrd Field AGS,cvvm,,
installationId,Installation Identifier,CodedValue,InstallationId,cyql - Camp Blanding Military Reservation,cyql,,
installationId,Installation Identifier,CodedValue,InstallationId,cyqy - Camp Beauregard Training Site,cyqy,,
installationId,Installation Identifier,CodedValue,InstallationId,cyux - Camp Mabry ANGS,cyux,,
installationId,Installation Identifier,CodedValue,InstallationId,czqz - Cannon AFB,czqz,,
installationId,Installation Identifier,CodedValue,InstallationId,dbeh - Cape Canaveral AFS,dbeh,,
installationId,Installation Identifier,CodedValue,InstallationId,dbhq - Cape Cod AFS,dbhq,,
installationId,Installation Identifier,CodedValue,InstallationId,dcft - Abe Lincoln Capital Airport AGS,dcft,,
installationId,Installation Identifier,CodedValue,InstallationId,ddpf - Carswell AFB (BRAC),ddpf,,
installationId,Installation Identifier,CodedValue,InstallationId,ddpm - Carswell ARS,ddpm,,
installationId,Installation Identifier,CodedValue,InstallationId,desr - Castle AFB,desr,,
installationId,Installation Identifier,CodedValue,InstallationId,djcf - Channel Islands ANGS,djcf,,
installationId,Installation Identifier,CodedValue,InstallationId,djdb - Chanute AFB (BRAC),djdb,,
installationId,Installation Identifier,CodedValue,InstallationId,dkfx - JB Charleston,dkfx,,
installationId,Installation Identifier,CodedValue,InstallationId,dpez - Cheyenne Regional Airport AGS,dpez,,
installationId,Installation Identifier,CodedValue,InstallationId,dpnb - O'Hare ARS (BRAC),dpnb,,
installationId,Installation Identifier,CodedValue,InstallationId,dxeb - Clear AFS,dxeb,,
installationId,Installation Identifier,CodedValue,InstallationId,eazp - Middle Georgia Regional Airport AGS,eazp,,
installationId,Installation Identifier,CodedValue,InstallationId,eepz - Columbus AFB,eepz,,
installationId,Installation Identifier,CodedValue,InstallationId,egyn - Cavalier AFS,egyn,,
installationId,Installation Identifier,CodedValue,InstallationId,eqtl - Coyle ANG Training Annex,eqtl,,
installationId,Installation Identifier,CodedValue,InstallationId,ervd - Camp Pendleton Military Reservation ANG,ervd,,
installationId,Installation Identifier,CodedValue,InstallationId,erwm - Camp Rilea ANGS,erwm,,
installationId,Installation Identifier,CodedValue,InstallationId,etrd - Camp Murray ANGS,etrd,,
installationId,Installation Identifier,CodedValue,InstallationId,eubc - Camp Perry ANGS,eubc,,
installationId,Installation Identifier,CodedValue,InstallationId,exsw - RAF Croughton,exsw,,
installationId,Installation Identifier,CodedValue,InstallationId,fakz - Montgomery Regional Airport ANGB,fakz,,
installationId,Installation Identifier,CodedValue,InstallationId,fbnv - Davis Monthan AFB,fbnv,,
installationId,Installation Identifier,CodedValue,InstallationId,ffan - Des Moines International Airport AGS,ffan,,
installationId,Installation Identifier,CodedValue,InstallationId,fgwb - Dobbins ARB,fgwb,,
installationId,Installation Identifier,CodedValue,InstallationId,fjrp - Charlotte/Douglas International Airport AGS,fjrp,,
installationId,Installation Identifier,CodedValue,InstallationId,fjxt - Dover AFB,fjxt,,
installationId,Installation Identifier,CodedValue,InstallationId,fknn - Bangor International Airport AGS,fknn,,
installationId,Installation Identifier,CodedValue,InstallationId,fmkm - Duluth International Airport AGS,fmkm,,
installationId,Installation Identifier,CodedValue,InstallationId,fnwz - Dyess AFB,fnwz,,
installationId,Installation Identifier,CodedValue,InstallationId,fpbb - Fort Drum Military Reservation,fpbb,,
installationId,Installation Identifier,CodedValue,InstallationId,fspm - Edwards AFB,fspm,,
installationId,Installation Identifier,CodedValue,InstallationId,ftev - Hurlburt Field,ftev,,
installationId,Installation Identifier,CodedValue,InstallationId,ftfa - Eglin AFB,ftfa,,
installationId,Installation Identifier,CodedValue,InstallationId,ftqw - Eielson AFB,ftqw,,
installationId,Installation Identifier,CodedValue,InstallationId,fwjh - Ellington Field AGS,fwjh,,
installationId,Installation Identifier,CodedValue,InstallationId,fxbm - Ellsworth AFB,fxbm,,
installationId,Installation Identifier,CodedValue,InstallationId,fxsb - JB Elmendorf Richardson,fxsb,,
installationId,Installation Identifier,CodedValue,InstallationId,gamh - England AFB,gamh,,
installationId,Installation Identifier,CodedValue,InstallationId,gamn - England AFB (BRAC),gamn,,
installationId,Installation Identifier,CodedValue,InstallationId,ghln - Francis E. Warren AFB,ghln,,
installationId,Installation Identifier,CodedValue,InstallationId,gjkz - Fairchild AFB,gjkz,,
installationId,Installation Identifier,CodedValue,InstallationId,gkvb - RAF Fairford,gkvb,,
installationId,Installation Identifier,CodedValue,InstallationId,glen - Schriever AFB,glen,,
installationId,Installation Identifier,CodedValue,InstallationId,grae - Hardwood Weapons Range,grae,,
installationId,Installation Identifier,CodedValue,InstallationId,grcl - Eastern Air Defense Sector ANG,grcl,,
installationId,Installation Identifier,CodedValue,InstallationId,guqe - Forbes Field AGS,guqe,,
installationId,Installation Identifier,CodedValue,InstallationId,gxtn - Four Lakes ANGS (BRAC),gxtn,,
installationId,Installation Identifier,CodedValue,InstallationId,haaw - Syracuse Hancock Field International Airport AGS,haaw,,
installationId,Installation Identifier,CodedValue,InstallationId,hayw - Fresno/Yosemite International Airport AGS,hayw,,
installationId,Installation Identifier,CodedValue,InstallationId,hemt - Fort Dodge ANG,hemt,,
